

Ente;Candidato;Liste/Gruppi;Voti lista;;
CALVANICO;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;3;;
CALVANICO;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;2;;
CALVANICO;MAIESE FRANCESCO;PARTITO VALORE UMANO;2;;
CALVANICO;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;0;;
CAMEROTA;SPINELLI COSTABILE;FORZA ITALIA;1083;;
CAMEROTA;;LEGA;394;;
CAMEROTA;;FRATELLI D'ITALIA CON GIORGIA MELONI;187;;
CAMEROTA;;NOI CON L'ITALIA - UDC;24;;
CAMEROTA;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;780;;
CAMEROTA;GALLO FILOMENA;PARTITO DEMOCRATICO;330;;
CAMEROTA;;ITALIA EUROPA INSIEME;164;;
CAMEROTA;;CIVICA POPOLARE LORENZIN;88;;
CAMEROTA;;+EUROPA;30;;
CAMEROTA;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;72;;
CAMEROTA;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;19;;
CAMEROTA;CARAFFA CLAUDIO;POTERE AL POPOLO!;7;;
CAMEROTA;LUONGO SALVATORE;CASAPOUND ITALIA;12;;
CAMEROTA;LORENZI RICCARDO;PARTITO COMUNISTA;9;;
CAMEROTA;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;9;;
CAMEROTA;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;9;;
CAMEROTA;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;9;;
CAMEROTA;MAIESE FRANCESCO;PARTITO VALORE UMANO;1;;
CAMPAGNA;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;3166;;
CAMPAGNA;SPINELLI COSTABILE;FORZA ITALIA;1940;;
CAMPAGNA;;LEGA;675;;
CAMPAGNA;;FRATELLI D'ITALIA CON GIORGIA MELONI;308;;
CAMPAGNA;;NOI CON L'ITALIA - UDC;92;;
CAMPAGNA;GALLO FILOMENA;PARTITO DEMOCRATICO;713;;
CAMPAGNA;;ITALIA EUROPA INSIEME;277;;
CAMPAGNA;;CIVICA POPOLARE LORENZIN;57;;
CAMPAGNA;;+EUROPA;50;;
CAMPAGNA;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;297;;
CAMPAGNA;CARAFFA CLAUDIO;POTERE AL POPOLO!;72;;
CAMPAGNA;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;55;;
CAMPAGNA;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;38;;
CAMPAGNA;LUONGO SALVATORE;CASAPOUND ITALIA;34;;
CAMPAGNA;LORENZI RICCARDO;PARTITO COMUNISTA;18;;
CAMPAGNA;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;12;;
CAMPAGNA;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;7;;
CAMPAGNA;MAIESE FRANCESCO;PARTITO VALORE UMANO;3;;
CAMPORA;GALLO FILOMENA;PARTITO DEMOCRATICO;46;;
CAMPORA;;ITALIA EUROPA INSIEME;24;;
CAMPORA;;+EUROPA;4;;
CAMPORA;;CIVICA POPOLARE LORENZIN;1;;
CAMPORA;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;65;;
CAMPORA;SPINELLI COSTABILE;FRATELLI D'ITALIA CON GIORGIA MELONI;30;;
CAMPORA;;FORZA ITALIA;17;;
CAMPORA;;LEGA;14;;
CAMPORA;;NOI CON L'ITALIA - UDC;2;;
CAMPORA;BOFFA MARIA ANTONIETTA;LIBERI E UGUALI;3;;
CAMPORA;MANDARINO ERMANNO;ITALIA AGLI ITALIANI;2;;
CAMPORA;MAIESE FRANCESCO;PARTITO VALORE UMANO;2;;
CAMPORA;LUONGO SALVATORE;CASAPOUND ITALIA;1;;
CAMPORA;LORENZI RICCARDO;PARTITO COMUNISTA;1;;
CAMPORA;ANCESCHI SABRINA;PER UNA SINISTRA RIVOLUZIONARIA;1;;
CAMPORA;PLAITANO FRANCESCO;PARTITO REPUBBLICANO ITALIANO - ALA;1;;
CAMPORA;CARAFFA CLAUDIO;POTERE AL POPOLO!;0;;
CAMPORA;CERSOSIMO RICCARDO MARIA ANTONIO BIAGIO;IL POPOLO DELLA FAMIGLIA;0;;
CANNALONGA;CASTIELLO FRANCESCO;MOVIMENTO 5 STELLE;195;;
CANNALONGA;GALLO FILOMENA;PARTITO DEMOCRATICO;102;;
CANNALONGA;;CIVICA POPOLARE LORENZIN;10;;
CANNALONGA;;+EUROPA;2;;
CANNALONGA;;ITALIA EUROPA INSIEME;1;;
CANNALONGA;SPINELLI COSTABILE;FORZA ITALIA;73;;
CANNALONGA;;LEGA;22;;
