

Ente;Liste/Gruppi;Voti;
PETINA;PARTITO PIRATA;0;;
PETINA;PARTITO ANIMALISTA;0;;
PETINA;POPOLARI PER L'ITALIA;0;;
PETINA;CASAPOUND ITALIA - DESTRE UNITE;0;;
PIAGGINE;PARTITO DEMOCRATICO;169;;
PIAGGINE;LEGA SALVINI PREMIER;150;;
PIAGGINE;MOVIMENTO 5 STELLE;124;;
PIAGGINE;FORZA ITALIA;39;;
PIAGGINE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
PIAGGINE;FRATELLI D'ITALIA;16;;
PIAGGINE;EUROPA VERDE;6;;
PIAGGINE;LA SINISTRA;5;;
PIAGGINE;PARTITO COMUNISTA;2;;
PIAGGINE;PARTITO ANIMALISTA;1;;
PIAGGINE;CASAPOUND ITALIA - DESTRE UNITE;1;;
PIAGGINE;POPOLARI PER L'ITALIA;0;;
PIAGGINE;PARTITO PIRATA;0;;
PIAGGINE;FORZA NUOVA;0;;
PIAGGINE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PISCIOTTA;LEGA SALVINI PREMIER;371;;
PISCIOTTA;PARTITO DEMOCRATICO;209;;
PISCIOTTA;MOVIMENTO 5 STELLE;204;;
PISCIOTTA;FRATELLI D'ITALIA;60;;
PISCIOTTA;FORZA ITALIA;53;;
PISCIOTTA;LA SINISTRA;18;;
PISCIOTTA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;17;;
PISCIOTTA;EUROPA VERDE;9;;
PISCIOTTA;FORZA NUOVA;6;;
PISCIOTTA;CASAPOUND ITALIA - DESTRE UNITE;5;;
PISCIOTTA;PARTITO COMUNISTA;4;;
PISCIOTTA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PISCIOTTA;PARTITO PIRATA;1;;
PISCIOTTA;PARTITO ANIMALISTA;1;;
PISCIOTTA;POPOLARI PER L'ITALIA;0;;
POLLA;LEGA SALVINI PREMIER;443;;
POLLA;MOVIMENTO 5 STELLE;353;;
POLLA;PARTITO DEMOCRATICO;296;;
POLLA;FORZA ITALIA;239;;
POLLA;FRATELLI D'ITALIA;176;;
POLLA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;57;;
POLLA;EUROPA VERDE;42;;
POLLA;LA SINISTRA;17;;
POLLA;PARTITO COMUNISTA;12;;
POLLA;PARTITO ANIMALISTA;11;;
POLLA;POPOLARI PER L'ITALIA;4;;
POLLA;CASAPOUND ITALIA - DESTRE UNITE;2;;
POLLA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
POLLA;FORZA NUOVA;1;;
POLLA;PARTITO PIRATA;0;;
POLLICA;LEGA SALVINI PREMIER;291;;
POLLICA;MOVIMENTO 5 STELLE;204;;
POLLICA;PARTITO DEMOCRATICO;146;;
POLLICA;FORZA ITALIA;75;;
POLLICA;FRATELLI D'ITALIA;48;;
POLLICA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;32;;
POLLICA;EUROPA VERDE;12;;
POLLICA;LA SINISTRA;10;;
POLLICA;PARTITO ANIMALISTA;6;;
POLLICA;PARTITO COMUNISTA;2;;
POLLICA;PARTITO PIRATA;2;;
POLLICA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
POLLICA;CASAPOUND ITALIA - DESTRE UNITE;1;;
POLLICA;POPOLARI PER L'ITALIA;0;;
POLLICA;FORZA NUOVA;0;;
PONTECAGNANO FAIANO;MOVIMENTO 5 STELLE;2570;;
PONTECAGNANO FAIANO;LEGA SALVINI PREMIER;2320;;
PONTECAGNANO FAIANO;PARTITO DEMOCRATICO;1885;;
PONTECAGNANO FAIANO;FORZA ITALIA;1033;;
PONTECAGNANO FAIANO;FRATELLI D'ITALIA;806;;
PONTECAGNANO FAIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;473;;
PONTECAGNANO FAIANO;LA SINISTRA;187;;
PONTECAGNANO FAIANO;EUROPA VERDE;165;;
PONTECAGNANO FAIANO;PARTITO ANIMALISTA;51;;
PONTECAGNANO FAIANO;PARTITO COMUNISTA;47;;
PONTECAGNANO FAIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;31;;
PONTECAGNANO FAIANO;CASAPOUND ITALIA - DESTRE UNITE;30;;
PONTECAGNANO FAIANO;POPOLARI PER L'ITALIA;18;;
PONTECAGNANO FAIANO;PARTITO PIRATA;16;;
PONTECAGNANO FAIANO;FORZA NUOVA;10;;
POSITANO;LEGA SALVINI PREMIER;361;;
POSITANO;MOVIMENTO 5 STELLE;334;;
POSITANO;FORZA ITALIA;181;;
POSITANO;PARTITO DEMOCRATICO;149;;
POSITANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;67;;
POSITANO;FRATELLI D'ITALIA;56;;
POSITANO;LA SINISTRA;21;;
POSITANO;EUROPA VERDE;17;;
POSITANO;PARTITO PIRATA;9;;
POSITANO;PARTITO ANIMALISTA;7;;
POSITANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
POSITANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
POSITANO;POPOLARI PER L'ITALIA;3;;
POSITANO;PARTITO COMUNISTA;2;;
POSITANO;FORZA NUOVA;1;;
POSTIGLIONE;LEGA SALVINI PREMIER;242;;
POSTIGLIONE;MOVIMENTO 5 STELLE;151;;
POSTIGLIONE;PARTITO DEMOCRATICO;120;;
POSTIGLIONE;FORZA ITALIA;67;;
POSTIGLIONE;FRATELLI D'ITALIA;38;;
POSTIGLIONE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15;;
POSTIGLIONE;LA SINISTRA;11;;
POSTIGLIONE;EUROPA VERDE;7;;
POSTIGLIONE;PARTITO COMUNISTA;5;;
POSTIGLIONE;FORZA NUOVA;4;;
POSTIGLIONE;CASAPOUND ITALIA - DESTRE UNITE;3;;
POSTIGLIONE;PARTITO ANIMALISTA;2;;
POSTIGLIONE;PARTITO PIRATA;1;;
POSTIGLIONE;POPOLARI PER L'ITALIA;1;;
POSTIGLIONE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PRAIANO;MOVIMENTO 5 STELLE;187;;
PRAIANO;PARTITO DEMOCRATICO;185;;
PRAIANO;LEGA SALVINI PREMIER;130;;
PRAIANO;FORZA ITALIA;81;;
PRAIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;30;;
PRAIANO;FRATELLI D'ITALIA;16;;
PRAIANO;EUROPA VERDE;8;;
PRAIANO;PARTITO ANIMALISTA;4;;
PRAIANO;LA SINISTRA;4;;
PRAIANO;PARTITO PIRATA;3;;
PRAIANO;PARTITO COMUNISTA;1;;
PRAIANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
PRAIANO;FORZA NUOVA;1;;
PRAIANO;POPOLARI PER L'ITALIA;0;;
PRAIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
PRIGNANO CILENTO;LEGA SALVINI PREMIER;111;;
PRIGNANO CILENTO;MOVIMENTO 5 STELLE;91;;
PRIGNANO CILENTO;PARTITO DEMOCRATICO;76;;
PRIGNANO CILENTO;FORZA ITALIA;35;;
PRIGNANO CILENTO;FRATELLI D'ITALIA;28;;
PRIGNANO CILENTO;EUROPA VERDE;12;;
PRIGNANO CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8;;
PRIGNANO CILENTO;PARTITO ANIMALISTA;3;;
PRIGNANO CILENTO;PARTITO COMUNISTA;3;;
PRIGNANO CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
PRIGNANO CILENTO;FORZA NUOVA;1;;
PRIGNANO CILENTO;LA SINISTRA;1;;
PRIGNANO CILENTO;CASAPOUND ITALIA - DESTRE UNITE;1;;
PRIGNANO CILENTO;POPOLARI PER L'ITALIA;0;;
PRIGNANO CILENTO;PARTITO PIRATA;0;;
RAVELLO;PARTITO DEMOCRATICO;196;;
RAVELLO;MOVIMENTO 5 STELLE;136;;
RAVELLO;FORZA ITALIA;135;;
RAVELLO;LEGA SALVINI PREMIER;128;;
RAVELLO;FRATELLI D'ITALIA;71;;
RAVELLO;LA SINISTRA;22;;
RAVELLO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;20;;
RAVELLO;PARTITO COMUNISTA;5;;
RAVELLO;POPOLARI PER L'ITALIA;4;;
RAVELLO;PARTITO ANIMALISTA;3;;
RAVELLO;EUROPA VERDE;2;;
RAVELLO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
RAVELLO;FORZA NUOVA;1;;
RAVELLO;CASAPOUND ITALIA - DESTRE UNITE;0;;
RAVELLO;PARTITO PIRATA;0;;
RICIGLIANO;MOVIMENTO 5 STELLE;200;;
RICIGLIANO;PARTITO DEMOCRATICO;150;;
RICIGLIANO;LEGA SALVINI PREMIER;138;;
RICIGLIANO;FRATELLI D'ITALIA;102;;
RICIGLIANO;FORZA ITALIA;57;;
RICIGLIANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;28;;
RICIGLIANO;LA SINISTRA;13;;
RICIGLIANO;EUROPA VERDE;13;;
RICIGLIANO;PARTITO ANIMALISTA;12;;
RICIGLIANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
RICIGLIANO;CASAPOUND ITALIA - DESTRE UNITE;4;;
RICIGLIANO;PARTITO COMUNISTA;3;;
RICIGLIANO;PARTITO PIRATA;2;;
RICIGLIANO;FORZA NUOVA;2;;
RICIGLIANO;POPOLARI PER L'ITALIA;2;;
ROCCADASPIDE;LEGA SALVINI PREMIER;779;;
ROCCADASPIDE;PARTITO DEMOCRATICO;656;;
ROCCADASPIDE;MOVIMENTO 5 STELLE;635;;
ROCCADASPIDE;FORZA ITALIA;471;;
ROCCADASPIDE;FRATELLI D'ITALIA;116;;
ROCCADASPIDE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;85;;
ROCCADASPIDE;LA SINISTRA;19;;
ROCCADASPIDE;EUROPA VERDE;16;;
ROCCADASPIDE;PARTITO COMUNISTA;13;;
ROCCADASPIDE;CASAPOUND ITALIA - DESTRE UNITE;8;;
ROCCADASPIDE;FORZA NUOVA;7;;
ROCCADASPIDE;PARTITO ANIMALISTA;6;;
ROCCADASPIDE;PARTITO PIRATA;4;;
ROCCADASPIDE;POPOLARI PER L'ITALIA;4;;
ROCCADASPIDE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCAGLORIOSA;LEGA SALVINI PREMIER;376;;
ROCCAGLORIOSA;FRATELLI D'ITALIA;83;;
ROCCAGLORIOSA;MOVIMENTO 5 STELLE;75;;
ROCCAGLORIOSA;FORZA ITALIA;54;;
ROCCAGLORIOSA;PARTITO DEMOCRATICO;48;;
ROCCAGLORIOSA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;36;;
ROCCAGLORIOSA;CASAPOUND ITALIA - DESTRE UNITE;5;;
ROCCAGLORIOSA;FORZA NUOVA;4;;
ROCCAGLORIOSA;EUROPA VERDE;4;;
ROCCAGLORIOSA;LA SINISTRA;2;;
ROCCAGLORIOSA;PARTITO ANIMALISTA;2;;
ROCCAGLORIOSA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROCCAGLORIOSA;POPOLARI PER L'ITALIA;1;;
ROCCAGLORIOSA;PARTITO COMUNISTA;1;;
ROCCAGLORIOSA;PARTITO PIRATA;0;;
ROCCAPIEMONTE;MOVIMENTO 5 STELLE;1147;;
ROCCAPIEMONTE;LEGA SALVINI PREMIER;717;;
ROCCAPIEMONTE;PARTITO DEMOCRATICO;591;;
ROCCAPIEMONTE;FORZA ITALIA;425;;
ROCCAPIEMONTE;FRATELLI D'ITALIA;346;;
ROCCAPIEMONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;104;;
ROCCAPIEMONTE;LA SINISTRA;47;;
ROCCAPIEMONTE;EUROPA VERDE;44;;
ROCCAPIEMONTE;PARTITO COMUNISTA;29;;
ROCCAPIEMONTE;PARTITO ANIMALISTA;27;;
ROCCAPIEMONTE;POPOLARI PER L'ITALIA;19;;
ROCCAPIEMONTE;CASAPOUND ITALIA - DESTRE UNITE;9;;
ROCCAPIEMONTE;PARTITO PIRATA;8;;
ROCCAPIEMONTE;FORZA NUOVA;7;;
ROCCAPIEMONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5;;
ROFRANO;LEGA SALVINI PREMIER;214;;
ROFRANO;PARTITO DEMOCRATICO;204;;
ROFRANO;MOVIMENTO 5 STELLE;188;;
ROFRANO;FRATELLI D'ITALIA;135;;
ROFRANO;FORZA ITALIA;60;;
ROFRANO;LA SINISTRA;10;;
ROFRANO;EUROPA VERDE;7;;
ROFRANO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6;;
ROFRANO;PARTITO ANIMALISTA;6;;
ROFRANO;POPOLARI PER L'ITALIA;3;;
ROFRANO;PARTITO PIRATA;3;;
ROFRANO;CASAPOUND ITALIA - DESTRE UNITE;1;;
ROFRANO;FORZA NUOVA;1;;
ROFRANO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROFRANO;PARTITO COMUNISTA;1;;
ROMAGNANO AL MONTE;LEGA SALVINI PREMIER;74;;
ROMAGNANO AL MONTE;FRATELLI D'ITALIA;45;;
ROMAGNANO AL MONTE;MOVIMENTO 5 STELLE;26;;
ROMAGNANO AL MONTE;PARTITO DEMOCRATICO;11;;
ROMAGNANO AL MONTE;FORZA ITALIA;6;;
ROMAGNANO AL MONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4;;
ROMAGNANO AL MONTE;LA SINISTRA;2;;
ROMAGNANO AL MONTE;EUROPA VERDE;1;;
ROMAGNANO AL MONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
ROMAGNANO AL MONTE;POPOLARI PER L'ITALIA;0;;
ROMAGNANO AL MONTE;PARTITO ANIMALISTA;0;;
ROMAGNANO AL MONTE;PARTITO COMUNISTA;0;;
ROMAGNANO AL MONTE;FORZA NUOVA;0;;
ROMAGNANO AL MONTE;PARTITO PIRATA;0;;
ROMAGNANO AL MONTE;CASAPOUND ITALIA - DESTRE UNITE;0;;
ROSCIGNO;LEGA SALVINI PREMIER;139;;
ROSCIGNO;PARTITO DEMOCRATICO;60;;
ROSCIGNO;MOVIMENTO 5 STELLE;30;;
ROSCIGNO;FORZA ITALIA;28;;
ROSCIGNO;FRATELLI D'ITALIA;23;;
ROSCIGNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16;;
ROSCIGNO;CASAPOUND ITALIA - DESTRE UNITE;4;;
ROSCIGNO;EUROPA VERDE;2;;
ROSCIGNO;PARTITO COMUNISTA;1;;
ROSCIGNO;LA SINISTRA;1;;
ROSCIGNO;PARTITO ANIMALISTA;0;;
ROSCIGNO;POPOLARI PER L'ITALIA;0;;
ROSCIGNO;PARTITO PIRATA;0;;
ROSCIGNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
ROSCIGNO;FORZA NUOVA;0;;
RUTINO;PARTITO DEMOCRATICO;107;;
RUTINO;LEGA SALVINI PREMIER;72;;
RUTINO;MOVIMENTO 5 STELLE;70;;
RUTINO;FORZA ITALIA;41;;
RUTINO;FRATELLI D'ITALIA;34;;
RUTINO;EUROPA VERDE;10;;
RUTINO;LA SINISTRA;8;;
RUTINO;PARTITO ANIMALISTA;5;;
RUTINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
RUTINO;CASAPOUND ITALIA - DESTRE UNITE;1;;
RUTINO;FORZA NUOVA;0;;
RUTINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
RUTINO;PARTITO COMUNISTA;0;;
RUTINO;POPOLARI PER L'ITALIA;0;;
RUTINO;PARTITO PIRATA;0;;
SACCO;PARTITO DEMOCRATICO;86;;
SACCO;LEGA SALVINI PREMIER;42;;
SACCO;MOVIMENTO 5 STELLE;33;;
SACCO;FRATELLI D'ITALIA;15;;
SACCO;FORZA ITALIA;11;;
SACCO;EUROPA VERDE;5;;
SACCO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3;;
SACCO;PARTITO ANIMALISTA;3;;
SACCO;PARTITO COMUNISTA;2;;
SACCO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SACCO;LA SINISTRA;2;;
SACCO;POPOLARI PER L'ITALIA;1;;
SACCO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SACCO;FORZA NUOVA;0;;
SACCO;PARTITO PIRATA;0;;
SALA CONSILINA;LEGA SALVINI PREMIER;2319;;
SALA CONSILINA;MOVIMENTO 5 STELLE;1558;;
SALA CONSILINA;FORZA ITALIA;1190;;
SALA CONSILINA;PARTITO DEMOCRATICO;1021;;
SALA CONSILINA;FRATELLI D'ITALIA;608;;
SALA CONSILINA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;215;;
SALA CONSILINA;LA SINISTRA;119;;
SALA CONSILINA;EUROPA VERDE;106;;
SALA CONSILINA;PARTITO COMUNISTA;79;;
SALA CONSILINA;PARTITO ANIMALISTA;68;;
SALA CONSILINA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;40;;
SALA CONSILINA;CASAPOUND ITALIA - DESTRE UNITE;19;;
SALA CONSILINA;POPOLARI PER L'ITALIA;16;;
SALA CONSILINA;FORZA NUOVA;13;;
SALA CONSILINA;PARTITO PIRATA;11;;
SALENTO;LEGA SALVINI PREMIER;343;;
SALENTO;MOVIMENTO 5 STELLE;329;;
SALENTO;PARTITO DEMOCRATICO;188;;
SALENTO;FRATELLI D'ITALIA;150;;
SALENTO;FORZA ITALIA;141;;
SALENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;28;;
SALENTO;PARTITO COMUNISTA;12;;
SALENTO;EUROPA VERDE;12;;
SALENTO;PARTITO ANIMALISTA;8;;
SALENTO;PARTITO PIRATA;7;;
SALENTO;LA SINISTRA;6;;
SALENTO;CASAPOUND ITALIA - DESTRE UNITE;5;;
SALENTO;FORZA NUOVA;3;;
SALENTO;POPOLARI PER L'ITALIA;2;;
SALENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SALERNO;PARTITO DEMOCRATICO;15075;;
SALERNO;MOVIMENTO 5 STELLE;12940;;
SALERNO;LEGA SALVINI PREMIER;10511;;
SALERNO;FORZA ITALIA;5512;;
SALERNO;FRATELLI D'ITALIA;3105;;
SALERNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2658;;
SALERNO;LA SINISTRA;1850;;
SALERNO;EUROPA VERDE;1848;;
SALERNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;406;;
SALERNO;PARTITO ANIMALISTA;398;;
SALERNO;PARTITO COMUNISTA;393;;
SALERNO;POPOLARI PER L'ITALIA;137;;
SALERNO;PARTITO PIRATA;111;;
SALERNO;CASAPOUND ITALIA - DESTRE UNITE;106;;
SALERNO;FORZA NUOVA;66;;
SALVITELLE;LEGA SALVINI PREMIER;93;;
SALVITELLE;FRATELLI D'ITALIA;74;;
SALVITELLE;PARTITO DEMOCRATICO;65;;
SALVITELLE;MOVIMENTO 5 STELLE;50;;
SALVITELLE;FORZA ITALIA;33;;
SALVITELLE;PARTITO COMUNISTA;14;;
SALVITELLE;EUROPA VERDE;8;;
SALVITELLE;LA SINISTRA;5;;
SALVITELLE;PARTITO ANIMALISTA;3;;
SALVITELLE;CASAPOUND ITALIA - DESTRE UNITE;2;;
SALVITELLE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2;;
SALVITELLE;POPOLARI PER L'ITALIA;1;;
SALVITELLE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SALVITELLE;FORZA NUOVA;0;;
SALVITELLE;PARTITO PIRATA;0;;
SAN CIPRIANO PICENTINO;LEGA SALVINI PREMIER;1207;;
SAN CIPRIANO PICENTINO;MOVIMENTO 5 STELLE;1149;;
SAN CIPRIANO PICENTINO;PARTITO DEMOCRATICO;578;;
SAN CIPRIANO PICENTINO;FORZA ITALIA;472;;
SAN CIPRIANO PICENTINO;FRATELLI D'ITALIA;289;;
SAN CIPRIANO PICENTINO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;103;;
SAN CIPRIANO PICENTINO;LA SINISTRA;67;;
SAN CIPRIANO PICENTINO;EUROPA VERDE;65;;
SAN CIPRIANO PICENTINO;PARTITO ANIMALISTA;44;;
SAN CIPRIANO PICENTINO;PARTITO COMUNISTA;36;;
SAN CIPRIANO PICENTINO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;18;;
SAN CIPRIANO PICENTINO;CASAPOUND ITALIA - DESTRE UNITE;15;;
SAN CIPRIANO PICENTINO;FORZA NUOVA;10;;
SAN CIPRIANO PICENTINO;POPOLARI PER L'ITALIA;8;;
SAN CIPRIANO PICENTINO;PARTITO PIRATA;3;;
SAN GIOVANNI A PIRO;LEGA SALVINI PREMIER;439;;
SAN GIOVANNI A PIRO;MOVIMENTO 5 STELLE;197;;
SAN GIOVANNI A PIRO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;191;;
SAN GIOVANNI A PIRO;FRATELLI D'ITALIA;189;;
SAN GIOVANNI A PIRO;FORZA ITALIA;185;;
SAN GIOVANNI A PIRO;PARTITO DEMOCRATICO;171;;
SAN GIOVANNI A PIRO;LA SINISTRA;25;;
SAN GIOVANNI A PIRO;EUROPA VERDE;17;;
SAN GIOVANNI A PIRO;PARTITO COMUNISTA;10;;
SAN GIOVANNI A PIRO;CASAPOUND ITALIA - DESTRE UNITE;7;;
SAN GIOVANNI A PIRO;PARTITO ANIMALISTA;5;;
SAN GIOVANNI A PIRO;POPOLARI PER L'ITALIA;4;;
SAN GIOVANNI A PIRO;FORZA NUOVA;3;;
SAN GIOVANNI A PIRO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2;;
SAN GIOVANNI A PIRO;PARTITO PIRATA;1;;
SAN GREGORIO MAGNO;MOVIMENTO 5 STELLE;400;;
SAN GREGORIO MAGNO;PARTITO DEMOCRATICO;376;;
SAN GREGORIO MAGNO;LEGA SALVINI PREMIER;342;;
SAN GREGORIO MAGNO;FRATELLI D'ITALIA;204;;
SAN GREGORIO MAGNO;FORZA ITALIA;164;;
SAN GREGORIO MAGNO;FORZA NUOVA;91;;
SAN GREGORIO MAGNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;50;;
SAN GREGORIO MAGNO;LA SINISTRA;12;;
SAN GREGORIO MAGNO;EUROPA VERDE;11;;
SAN GREGORIO MAGNO;PARTITO COMUNISTA;10;;
SAN GREGORIO MAGNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4;;
SAN GREGORIO MAGNO;PARTITO ANIMALISTA;4;;
SAN GREGORIO MAGNO;PARTITO PIRATA;3;;
SAN GREGORIO MAGNO;POPOLARI PER L'ITALIA;3;;
SAN GREGORIO MAGNO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MANGO PIEMONTE;MOVIMENTO 5 STELLE;311;;
SAN MANGO PIEMONTE;LEGA SALVINI PREMIER;237;;
SAN MANGO PIEMONTE;PARTITO DEMOCRATICO;212;;
SAN MANGO PIEMONTE;FORZA ITALIA;97;;
SAN MANGO PIEMONTE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;91;;
SAN MANGO PIEMONTE;FRATELLI D'ITALIA;76;;
SAN MANGO PIEMONTE;LA SINISTRA;28;;
SAN MANGO PIEMONTE;EUROPA VERDE;25;;
SAN MANGO PIEMONTE;PARTITO COMUNISTA;8;;
SAN MANGO PIEMONTE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;7;;
SAN MANGO PIEMONTE;PARTITO ANIMALISTA;7;;
SAN MANGO PIEMONTE;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MANGO PIEMONTE;POPOLARI PER L'ITALIA;2;;
SAN MANGO PIEMONTE;FORZA NUOVA;2;;
SAN MANGO PIEMONTE;PARTITO PIRATA;1;;
SAN MARZANO SUL SARNO;MOVIMENTO 5 STELLE;904;;
SAN MARZANO SUL SARNO;LEGA SALVINI PREMIER;664;;
SAN MARZANO SUL SARNO;PARTITO DEMOCRATICO;462;;
SAN MARZANO SUL SARNO;FORZA ITALIA;448;;
SAN MARZANO SUL SARNO;FRATELLI D'ITALIA;252;;
SAN MARZANO SUL SARNO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;73;;
SAN MARZANO SUL SARNO;LA SINISTRA;41;;
SAN MARZANO SUL SARNO;EUROPA VERDE;24;;
SAN MARZANO SUL SARNO;PARTITO ANIMALISTA;18;;
SAN MARZANO SUL SARNO;POPOLARI PER L'ITALIA;10;;
SAN MARZANO SUL SARNO;PARTITO COMUNISTA;8;;
SAN MARZANO SUL SARNO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;6;;
SAN MARZANO SUL SARNO;CASAPOUND ITALIA - DESTRE UNITE;4;;
SAN MARZANO SUL SARNO;PARTITO PIRATA;4;;
SAN MARZANO SUL SARNO;FORZA NUOVA;2;;
SAN MAURO CILENTO;LEGA SALVINI PREMIER;159;;
SAN MAURO CILENTO;MOVIMENTO 5 STELLE;109;;
SAN MAURO CILENTO;PARTITO DEMOCRATICO;80;;
SAN MAURO CILENTO;FRATELLI D'ITALIA;70;;
SAN MAURO CILENTO;FORZA ITALIA;42;;
SAN MAURO CILENTO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;19;;
SAN MAURO CILENTO;EUROPA VERDE;10;;
SAN MAURO CILENTO;LA SINISTRA;5;;
SAN MAURO CILENTO;PARTITO ANIMALISTA;5;;
SAN MAURO CILENTO;CASAPOUND ITALIA - DESTRE UNITE;2;;
SAN MAURO CILENTO;POPOLARI PER L'ITALIA;2;;
SAN MAURO CILENTO;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1;;
SAN MAURO CILENTO;PARTITO COMUNISTA;1;;
SAN MAURO CILENTO;FORZA NUOVA;0;;
SAN MAURO CILENTO;PARTITO PIRATA;0;;
SAN MAURO LA BRUCA;PARTITO DEMOCRATICO;90;;
SAN MAURO LA BRUCA;LEGA SALVINI PREMIER;61;;
SAN MAURO LA BRUCA;MOVIMENTO 5 STELLE;35;;
SAN MAURO LA BRUCA;FORZA ITALIA;14;;
SAN MAURO LA BRUCA;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7;;
SAN MAURO LA BRUCA;FRATELLI D'ITALIA;5;;
SAN MAURO LA BRUCA;PARTITO COMUNISTA;3;;
SAN MAURO LA BRUCA;EUROPA VERDE;2;;
SAN MAURO LA BRUCA;PARTITO PIRATA;1;;
SAN MAURO LA BRUCA;FORZA NUOVA;1;;
SAN MAURO LA BRUCA;LA SINISTRA;1;;
SAN MAURO LA BRUCA;PARTITO ANIMALISTA;0;;
SAN MAURO LA BRUCA;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0;;
SAN MAURO LA BRUCA;POPOLARI PER L'ITALIA;0;;
SAN MAURO LA BRUCA;CASAPOUND ITALIA - DESTRE UNITE;0;;
SAN PIETRO AL TANAGRO;LEGA SALVINI PREMIER;276;;
SAN PIETRO AL TANAGRO;MOVIMENTO 5 STELLE;231;;
SAN PIETRO AL TANAGRO;PARTITO DEMOCRATICO;199;;
SAN PIETRO AL TANAGRO;FORZA ITALIA;112;;
SAN PIETRO AL TANAGRO;FRATELLI D'ITALIA;92;;
SAN PIETRO AL TANAGRO;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;25;;
