

Ente;Candidato;Liste/Gruppi;Voti lista;;
SANT'ANTONIO ABATE;PRISCO MARIA;ITALIA AGLI ITALIANI;78;;
SANT'ANTONIO ABATE;DE CARLO SARA;POTERE AL POPOLO!;68;;
SANT'ANTONIO ABATE;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;68;;
SANT'ANTONIO ABATE;GUARRACINO TOMMASO;CASAPOUND ITALIA;25;;
SANT'ANTONIO ABATE;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;21;;
SANT'ANTONIO ABATE;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;8;;
SORRENTO;VITIELLO CATELLO;MOVIMENTO 5 STELLE;3228;;
SORRENTO;VESSELLA PISACANE ANNALISA;FORZA ITALIA;1911;;
SORRENTO;;LEGA;463;;
SORRENTO;;FRATELLI D'ITALIA CON GIORGIA MELONI;383;;
SORRENTO;;NOI CON L'ITALIA - UDC;297;;
SORRENTO;SOMMA SILVANA;PARTITO DEMOCRATICO;1461;;
SORRENTO;;+EUROPA;198;;
SORRENTO;;CIVICA POPOLARE LORENZIN;79;;
SORRENTO;;ITALIA EUROPA INSIEME;32;;
SORRENTO;DELLA MONICA LAURA;LIBERI E UGUALI;182;;
SORRENTO;GUARRACINO TOMMASO;CASAPOUND ITALIA;84;;
SORRENTO;DE CARLO SARA;POTERE AL POPOLO!;77;;
SORRENTO;PRISCO MARIA;ITALIA AGLI ITALIANI;44;;
SORRENTO;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;34;;
SORRENTO;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;21;;
SORRENTO;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;9;;
VICO EQUENSE;VITIELLO CATELLO;MOVIMENTO 5 STELLE;5250;;
VICO EQUENSE;VESSELLA PISACANE ANNALISA;FORZA ITALIA;2341;;
VICO EQUENSE;;FRATELLI D'ITALIA CON GIORGIA MELONI;920;;
VICO EQUENSE;;LEGA;419;;
VICO EQUENSE;;NOI CON L'ITALIA - UDC;131;;
VICO EQUENSE;SOMMA SILVANA;PARTITO DEMOCRATICO;1482;;
VICO EQUENSE;;+EUROPA;141;;
VICO EQUENSE;;CIVICA POPOLARE LORENZIN;112;;
VICO EQUENSE;;ITALIA EUROPA INSIEME;49;;
VICO EQUENSE;DELLA MONICA LAURA;LIBERI E UGUALI;224;;
VICO EQUENSE;DE CARLO SARA;POTERE AL POPOLO!;92;;
VICO EQUENSE;GUARRACINO TOMMASO;CASAPOUND ITALIA;60;;
VICO EQUENSE;PRISCO MARIA;ITALIA AGLI ITALIANI;60;;
VICO EQUENSE;FONTANAROSA GIOVANNI;IL POPOLO DELLA FAMIGLIA;38;;
VICO EQUENSE;FARO ALESSIA;PARTITO REPUBBLICANO ITALIANO - ALA;25;;
VICO EQUENSE;FIORENTINO EMANUELA;PER UNA SINISTRA RIVOLUZIONARIA;17;;
